Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Custom field (Source),Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,4 - Low,PLAT-19443,22393319,Charts LineBarArea :Tooltip to display the chart title name ,rjanicki,Norkom QA,RJohn,Progress Stopped,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.0,26/Apr/2016 08:43 PM,
Defect,2 - High,PLAT-19442,22393314,CLONE - Calendar is only partially showing in End Date field on reports,SHari,Norkom Services,SHari,Resolved,7.1.,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.1.1.5,26/Apr/2016 08:03 PM,Fixed
Defect,3 - Medium,PLAT-19440,22393306,Charts-LineBarArea : The x-axis values are not displayed if there is no one-to-one mapping between CATEGORY to DATA and NAME. ,vsachin,Norkom QA,vsachin,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.17,26/Apr/2016 05:39 PM,
Defect,3 - Medium,PLAT-19438,22393295,Expand/collapse user preferences are not remembered for first tab,ATomaszewska,Norkom Apps Engineering,ATomaszewska,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.13,26/Apr/2016 03:31 PM,Fixed
Defect,4 - Low,PLAT-19437,22393291,"CLONE - when db query returns null, RCV is set as the string literal null for any field type",Pnolan,Norkom Services,rmiqbal,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,7.1.0.6,26/Apr/2016 02:35 PM,
Defect,3 - Medium,PLAT-19429,22393206,Merge 7.2.1 with Trunk,swalsh,Norkom Engineering,swalsh,Resolved,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.2.1.0,26/Apr/2016 09:25 AM,Fixed
Defect,3 - Medium,PLAT-19428,22393202,Importing New Datasource with Normalization Rule Set Filter causes error. ,AManayangath,Norkom Engineering,EKilleen,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,7.2.,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.2,26/Apr/2016 08:18 AM,
Defect,3 - Medium,PLAT-19427,22393124,Charts-LineBarArea : Parameter 'xAxis.categories' does not bring back values from RC variable.,rjanicki,Norkom QA,vsachin,Assigned,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.,25/Apr/2016 02:39 PM,
Defect,2 - High,PLAT-19425,22393094,(possible) authorisation bypass / privilege escalation in scenario manager gui,EBaggott,Norkom Engineering,TRStibbs,New,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,Found in code,25/Apr/2016 10:57 AM,
Defect,3 - Medium,PLAT-19424,22393044,Database script review for object graph builder/spring expression validators for CTR feature,omcgovern,Norkom Engineering,omcgovern,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Database,,,,,7.2.1.1,22/Apr/2016 05:28 PM,Fixed
Defect,2 - High,PLAT-19421,22393025,WLM Factiva selective fingerprinting not working for Full Merge list import,,Norkom QA,MBourke,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.0,22/Apr/2016 02:58 PM,Fixed
Defect,3 - Medium,PLAT-19414,22392995,Employee Trades- Different Data is showing between the first time loading and after selecting KRI Period:P1,Pnolan,Norkom Apps Engineering,NSinha,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.1.0,22/Apr/2016 11:49 AM,
Defect,4 - Low,PLAT-19413,22392992,WLM Associate Data not shown in Factiva List Audit,AManayangath,Norkom QA,MBourke,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.0,22/Apr/2016 11:07 AM,
Defect,4 - Low,PLAT-19412,22392989,WLM: Factiva list update changes both Create Date and Last Updated Date,AManayangath,Norkom QA,MBourke,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.0,22/Apr/2016 10:36 AM,
Defect,3 - Medium,PLAT-19411,22392959,Action name is not displayed for a manual watch person alert,,Norkom Engineering,ASundararajan,Closed,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.5,21/Apr/2016 08:13 PM,Duplicate
Defect,3 - Medium,PLAT-19410,22392938,WLM Dow Jones Full Merge INFO message empty from duplicate import,AManayangath,Norkom QA,MBourke,Assigned,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.0,21/Apr/2016 03:54 PM,
Defect,2 - High,PLAT-19402,22392839,"After creating a user, if their homepage is updated then the user is forced to change password",Pnolan,HSBC,clawless,New,,,,,,,,,,,,,,,,,,,,,,,7.0.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.0.1.6,20/Apr/2016 03:12 PM,
Defect,2 - High,PLAT-19401,22392829,Dow Jones full merge does not mark records that have been removed from import file as deleted,,Norkom QA,sdiab,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1-a2,20/Apr/2016 12:50 PM,Fixed
Defect,2 - High,PLAT-19400,22392827,ParameterOptimizationJob throws NullPointerException ,KBaranowski,Norkom Apps Engineering,KBaranowski,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.17,20/Apr/2016 12:33 PM,Fixed
Defect,3 - Medium,PLAT-19399,22392823,Interactive List flows,ATomaszewska,Norkom Apps Engineering,ATomaszewska,Need More Info,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.15,20/Apr/2016 12:02 PM,
Defect,2 - High,PLAT-19398,22392821,CLONE - Defect ID : 2898 Issues with Free Text Search Post Imp defect(WebSEAL),Pnolan,Norkom QA,MPDarley,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,6.7.2.15,20/Apr/2016 11:31 AM,
Defect,3 - Medium,PLAT-19397,22392797,Interactive List section - useInfiniteScroll = true - scrolling back shows blank section for a while.,DTurowski,Norkom Apps Engineering,DTurowski,Rejected,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.15,20/Apr/2016 09:16 AM,Won't Fix
Defect,3 - Medium,PLAT-19396,22392796,Interactive List section - query is run twice when the sort column is changed.,Pnolan,Norkom Apps Engineering,DTurowski,New,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.15,20/Apr/2016 09:09 AM,
Defect,3 - Medium,PLAT-19395,22392793,Interactive List section - useInfiniteScroll = true - query can be run 3 times when scrolling over the list.,rjanicki,Norkom Apps Engineering,DTurowski,Assigned,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.15,20/Apr/2016 08:55 AM,
Defect,3 - Medium,PLAT-19394,22392747,CLONE - Edit Replicator Details section always shows empty fields,Pnolan,Norkom QA,SHari,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.1.1.5,19/Apr/2016 09:42 PM,
Defect,4 - Low,PLAT-19392,22392697,URLCodec : The first argument for this reseserved function can take only variable and not hardcoded values.,Pnolan,Norkom QA,vsachin,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.17,19/Apr/2016 12:34 PM,
Defect,2 - High,PLAT-19390,22392664,Layout of screen is not as expected when sections have a different colspan,Pnolan,Norkom Apps Engineering,ATomaszewska,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.15 ,19/Apr/2016 08:25 AM,
Defect,3 - Medium,PLAT-19389,22392625,NoSuchBeanDefinitionException not properly logged,Pnolan,Norkom Engineering,GRusso,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.14,18/Apr/2016 04:31 PM,
Defect,3 - Medium,PLAT-19499,22392604,CLONE - A column is displayed despite unchecking all options shown in +/- Columns button for My Alerts/Matching Alerts sections table,Pnolan,Norkom QA,RJackowiak,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.2.1.3,18/Apr/2016 02:16 PM,
Defect,3 - Medium,PLAT-19388,22392597,FTS is not working after core upgrade from version 7.1.0.6 to version 7.2.0.14. ,,HSBC,kslawinski,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,build on core 7.2.0.14 deployed as DELTA on top of 7.1.0.6,18/Apr/2016 01:13 PM,Won't Do
Defect,3 - Medium,PLAT-19385,22392501,Interactive List section - External Filter - when default value is defined then the query defined on section are run twice.,Pnolan,Norkom Apps Engineering,DTurowski,Progress Stopped,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.15,17/Apr/2016 01:50 PM,
Defect,3 - Medium,PLAT-19381,22392381,CDD Risk Levels do not automatically update if the high score overlaps the low score of the next risk level,ckivlehan,Norkom QA,ckivlehan,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,CDD,,,,,ALL,15/Apr/2016 07:39 AM,Fixed
Defect,2 - High,PLAT-19380,22392361,"Chart LineBarArea-It is not possible to dynamically plot a chart correctly with three fields on the fly :DATA,NAME,CATEGORY ",rjanicki,Norkom QA,RJohn,In Progress,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.17,14/Apr/2016 04:25 PM,
Defect,1 - Critical,PLAT-19378,22392302,Build indexes in WLM Fails,MDonder,Norkom QA,MDonder,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.0.15,14/Apr/2016 12:17 PM,Fixed
Defect,3 - Medium,PLAT-19372,22392273,"CLONE - After setting new processing model into ""Production""  and then processing next day in the ScenMan, the ERROR shows up in the norkom.log.",AShaw,Norkom Engineering,kmackenna1,Assigned,,,,,,,,,,,,,,,,,,,,,,,6.7.0,6.7.2,7.0.,7.0.1,7.1.,7.1.1,7.2.,7.2.1,7.3,,,,,,,,,,,,,,Scenario Manager,,,,,6.5.2.12,14/Apr/2016 09:48 AM,
Defect,3 - Medium,PLAT-19371,22392271,WLM Benchmarking: Large SWIFT messages failing - cannot bind a LONG value only for insert into a LONG column,AManayangath,Norkom QA,MBourke,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.0.8 on APPS 4.2.1,14/Apr/2016 09:39 AM,
Defect,3 - Medium,PLAT-19370,22392215,WLM: Displaying of alerts not representing paging correctly,YGossert,Norkom Services,WAllen,New,,,,,,,,,,,,,,,,,,,,,,,6.7.2,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.2.18,13/Apr/2016 03:22 PM,
Defect,3 - Medium,PLAT-19365,22392065,CheckboxFieldFormatter that has initial state set to checked does not submit checked value to server without user interaction,Pnolan,Norkom Engineering,ARedmond,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.17,13/Apr/2016 10:48 AM,Fixed
Defect,3 - Medium,PLAT-19364,22392059,CLONE - [ALM#193] - PROD 1.4.3 - C&C - Multiple emails sent for a single schedule of WC Update Details report,Pnolan,Norkom Services,SGanesan,Assigned,,,,,,,,,,,,,,,,,,,,,,,6.7.0,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,6.7.0.14,13/Apr/2016 10:00 AM,
Defect,3 - Medium,PLAT-19359,22391968,"Charts LineBarArea:Charts are not plotted with the default ,(chartHeight,chartWidth)",,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.16,12/Apr/2016 12:14 PM,Fixed
Defect,3 - Medium,PLAT-19358,22391966,Inconsistency on TradeOverview Screen while clicking on Sections,,Norkom Apps Engineering,NSinha,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.16,12/Apr/2016 11:51 AM,Fixed
Defect,3 - Medium,PLAT-19356,22391960,Link between button and section is not available when section is not linked to any screen.,DTurowski,Norkom Apps Engineering,DTurowski,Rejected,7.4,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.15,12/Apr/2016 11:03 AM,Done
Defect,3 - Medium,PLAT-19355,22391959,KRI Simulator:Run Simulation - IL Button is not function properly,Pnolan,Norkom Apps Engineering,NSinha,Verified,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.16,12/Apr/2016 11:02 AM,Fixed
Defect,Uncategorised,PLAT-19354,22391906,"login screen does recognize user (or browser) language for captions, but errors are not internationalized",Pnolan,Norkom Services,TFortin,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.2.0,11/Apr/2016 05:47 PM,
Defect,3 - Medium,PLAT-19352,22391899,Automated deployment ignores failures talking to database,Pnolan,Norkom Engineering,TRStibbs,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Build Process,,,,,7.2.0.16,11/Apr/2016 04:32 PM,
Defect,3 - Medium,PLAT-19351,22391865,Unexpected Logout behaviour when click on current Alert,JFolgado,Norkom Apps Engineering,DTurowski,New,7.2.,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.15,11/Apr/2016 12:33 PM,
Defect,3 - Medium,PLAT-19350,22391849,Workflow action conditions orCondition parameter doesn't work,Pnolan,Norkom QA,AKurnicki,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,2016-03-10 ,11/Apr/2016 10:11 AM,
Defect,4 - Low,PLAT-19348,22391833,Update Watchlist Manager UI Guide v6.7,PMoloney,Norkom QA,ckivlehan,New,,,,,,,,,,,,,,,,,,,,,,,6.7.0,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,n/a,11/Apr/2016 06:44 AM,
Defect,3 - Medium,PLAT-19346,22391765,CLONE - Cursor location not consistent when navigating lists,Pnolan,Norkom Services,JKerkhofs,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.1.1.7,08/Apr/2016 03:44 PM,
Defect,3 - Medium,PLAT-19344,22391762,WLM SWIFT Batch Processing fails when very large batch is used,,Norkom QA,MBourke,Closed,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.0.8 on APPS 4.2.1,08/Apr/2016 03:05 PM,Duplicate
Defect,3 - Medium,PLAT-19341,22391745,"Procedure Cache : 'SecurityFilter' error message in logs when user clicks JSON Transformer hyperlink, before 'Reload Procedure' is clicked.",Pnolan,Norkom QA,vsachin,New,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.15,08/Apr/2016 11:08 AM,
Defect,3 - Medium,PLAT-19340,22391655,Function Copy Between DataSources do not have implemented Prepare Data Statement feature,ATomaszewska,Norkom Apps Engineering,ATomaszewska,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,7.2.0.13 ,07/Apr/2016 12:15 PM,Fixed
Defect,2 - High,PLAT-19338,22391608,Rename 'Keylines' section type to 'Network Visualization',rayodonnell,Norkom Architecture,rayodonnell,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,06/Apr/2016 05:23 PM,Fixed
Defect,3 - Medium,PLAT-19337,22391597,CLONE - Transaction worklist requires horizontal scrolling,eddoyle,Norkom QA,JKerkhofs,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.1.1.7,06/Apr/2016 03:16 PM,
Defect,3 - Medium,PLAT-19334,22391549,Links to Normalization Rule Sets are duplicating when importing WLM configuration,DKnyazev,Norkom Services,DKnyazev,Resolved,7.4,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.2,06/Apr/2016 11:38 AM,Fixed
Defect,3 - Medium,PLAT-19333,22391547,"Import of applications does not update the parameter ""position on screen"" in the screen section link.",PBartkowiak,Norkom Apps Engineering,PBartkowiak,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.13,06/Apr/2016 11:29 AM,Fixed
Defect,3 - Medium,PLAT-19332,22391545,DeleteComponentAction missing from Application Builder configuration,Pnolan,Norkom Engineering,ARedmond,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.15,06/Apr/2016 11:23 AM,
Defect,4 - Low,PLAT-19330,22391447,Charts LineBarArea-Should be capable of configuring chartColors with colornames also,,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,05/Apr/2016 12:03 PM,Fixed
Defect,3 - Medium,PLAT-19329,22391437,Url encoder should be used in RestJsonQueryAction,vsachin,Norkom Services,ASharma,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.10,05/Apr/2016 10:44 AM,Fixed
Defect,3 - Medium,PLAT-19323,22391327,Benchmarking - Unable to load full Factiva list on 7.2 environment,,Norkom QA,MBourke,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.0.8 using APPS 4.2.1,04/Apr/2016 01:58 PM,Fixed
Defect,3 - Medium,PLAT-19322,22391320,FTS - Cannot resolve reference to bean 'seTransactionManager',LKonieczka,Norkom Apps Engineering,LKonieczka,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,7.2.0.14,04/Apr/2016 01:19 PM,Cannot Reproduce
Defect,3 - Medium,PLAT-19321,22391318,Detail List - pagination issue,,Norkom Apps Engineering,KYalamarthi,Closed,,,,,,,,,,,,,,,,,,,,,,,6.1.2,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,6.1.2.124,04/Apr/2016 01:09 PM,Project Config Issue
Defect,2 - High,PLAT-19318,22391251,Charts-LineBarArea : x-axis values(Labels) are not displayed on a bar chart without categories.,vsachin,Norkom QA,vsachin,Resolved,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,04/Apr/2016 08:40 AM,Fixed
Defect,3 - Medium,PLAT-19311,22391036,NVD3 Charts .Throws Exeception on Ajax Requests,Pnolan,Norkom QA,RJohn,New,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.13,31/Mar/2016 09:49 AM,
Defect,3 - Medium,PLAT-19306,22390947,"BaeSystems Logo is overlapped with other sections, Buttons appearing on header  :Observed on several screens when navigating to next page ",,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.13,30/Mar/2016 02:46 PM,Cannot Reproduce
Defect,3 - Medium,PLAT-19303,22390916,Charts:LineBarArea--Charts are not plotted when there are records that maps toNull  values,Pnolan,Norkom QA,RJohn,Verified,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,30/Mar/2016 09:44 AM,Fixed
Defect,2 - High,PLAT-19302,22390866,Cannot load search filter in a interactive list table,balchimowicz,Norkom QA,balchimowicz,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,7.1.0.6,29/Mar/2016 03:28 PM,Won't Fix
Defect,3 - Medium,PLAT-19300,22390810,Charts:LineBarArea-X-axis Logarithmic type:Cannot plot the charts:Exception in console,,Norkom QA,RJohn,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,29/Mar/2016 09:44 AM,Fixed
Defect,3 - Medium,PLAT-19299,22390798,CLONE - Not all user guides are available under Help menu,Pnolan,Norkom QA,SHari,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.1.1.4,28/Mar/2016 09:39 PM,
Defect,3 - Medium,PLAT-19297,22390735,CLONE - [ALM#188] Bolding and Highlighting scenario where not all terms are bolded and highlighted,,ANZ,KOngMentKiat,Closed,,,,,,,,,,,,,,,,,,,,,,,6.7.0,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,6.7.0.14,25/Mar/2016 07:17 AM,Not an issue
Defect,4 - Low,PLAT-19296,22390717,"Navigation button generates log ""Screen Doesn't exist"", before navigates",Pnolan,Norkom QA,JFolgado,New,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.14,24/Mar/2016 05:49 PM,
Defect,3 - Medium,PLAT-19295,22390698,"CLONE - Addition, deletion and modification of users, groups, authorisations, etc through base config import should be audited",eddoyle,Rabobank,RHome,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Other,,,,,7.1.1.7,24/Mar/2016 03:07 PM,
Defect,3 - Medium,PLAT-19293,22390691,CLONE - [FTB-158] - The User Credited data element on the add/edit Financials page is displaying the wrong name when there are multiple recoveries.,,Fifth Third,ddechent,Closed,,,,,,,,,,,,,,,,,,,,,,,6.7.2,7.2.,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,6.7.2.3,24/Mar/2016 02:44 PM,Duplicate
Defect,2 - High,PLAT-19291,22390684,"Add ""password type"" parameter to REST Json Query Action",,Norkom Services,ASharma,Closed,7.2.,,,,,,,,,,,,,,,,,,,,,,7.1.,7.2.,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.10,24/Mar/2016 02:09 PM,Not an issue
Defect,3 - Medium,PLAT-19290,22390664,FTS - reserved.function is not translated - DB2,Pnolan,Norkom Apps Engineering,LKonieczka,New,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,NR Search,,,,,7.2.0.13,24/Mar/2016 11:25 AM,
Defect,3 - Medium,PLAT-19288,22390634,Charts LineBarArea:-when both x and y axis parameter set to logarithmic type exception is observed,RJohn,Norkom QA,RJohn,Rejected,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,24/Mar/2016 08:25 AM,Not an issue
Defect,3 - Medium,PLAT-19287,22390599,"CLONE - QC 875 - UAT CSEM - ""Recommendation Rationale"" field is not wrapping text",Pnolan,Norkom Engineering,GRusso,Assigned,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.1.0.6,23/Mar/2016 03:18 PM,
Defect,3 - Medium,PLAT-19285,22390572,"charts:LineBarArea-Y-axis categories are dropped from the axis ,when user changes the chart types ",RJohn,Norkom QA,RJohn,Rejected,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.2.0.12,23/Mar/2016 12:12 PM,Not an issue
Defect,2 - High,PLAT-19284,22390551,"CLONE - JNDI Lookup for Connection Factory fails in ServicesManagerLinkingHelper, works in non-linking use case",AManayangath,Norkom Services,SHanley,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.1.1.2,23/Mar/2016 10:36 AM,
Defect,2 - High,PLAT-19283,22390541,Logout doesn't decrease SESSION_INSTANCE_COUNT in USERS table,,Norkom Apps Engineering,ARajski,Closed,7.2.1,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2.0.12,23/Mar/2016 10:14 AM,Fixed
Defect,1 - Critical,PLAT-19282,22390497,Issues with post processing ACH data,GYennu,Norkom QA,GYennu,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.2.0.6,22/Mar/2016 05:50 PM,Not an issue
Defect,3 - Medium,PLAT-19281,22390468,Version Logging incorrectly prints out Visualizer as licensed when it is not,sbarnes,HSBC,sbarnes,Resolved,7.3,,,,,,,,,,,,,,,,,,,,,,7.2.,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.2.0.11,22/Mar/2016 02:28 PM,Fixed
