Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Custom field (Source),Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,3 - Medium,PLAT-24201,22598975,Services not start up cleanly after RDS failover,vijayan.ponnuthurai,Norkom QA,vijayan.ponnuthurai,New,7.6,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Database,,,,,c2.0.2_2.0.82__a4.8.0.0__enone__v7.6.0.20,08/Jun/2022 03:16 AM,
Defect,3 - Medium,PLAT-24194,22598865,Multiple filter conditions in DowJones PFA - problem with brackets,AManayangath,Norkom QA,marta.bialokoz,New,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,core.version=8.4.1.2  appsbuildscripts.version=8.4.0.0 ,06/Jun/2022 02:12 PM,
Defect,3 - Medium,PLAT-24193,22598803,Default Jboss Installation is not logging in,,Norkom QA,SSubramaniam,Closed,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Administration,,,,,project-full-release-FULL-COMPL-FRAUD__8.4.0.0 and project-compliance-release-COMPLIANCE__8.4.1.0,03/Jun/2022 03:05 PM,Not an issue
Defect,3 - Medium,PLAT-24192,22598722,SWIFT-MX Matching value in Input Data section is not fully highlighted,EFitzgerald,Norkom QA,HChin,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.53,03/Jun/2022 04:32 AM,
Defect,2 - High,PLAT-24190,22598638,CLONE - Wildcard Search on Accuity List ,VSavkoor,Norkom QA,KGudivada,New,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0.51,01/Jun/2022 05:41 PM,
Defect,3 - Medium,PLAT-24189,22598616,CLONE - [Back Office] Transaction Search on amount fails due to validation,WShuai,Norkom QA,GPauwels,New,8.4.1,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,Base Platform,,,,8.4.1,01/Jun/2022 02:19 PM,
Defect,3 - Medium,PLAT-24199,22598615,SM Alert Detections tab rendering scroll bars incorrectly if large number of rows/columns used,Pnolan,Norkom Services,nbird,Need More Info,,,,,,,,,,,,,,,,,,,,,,,8.4.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.4.1.0,01/Jun/2022 02:00 PM,
Defect,3 - Medium,PLAT-24188,22598557,Export to CSV from crossFilter sections has hardcoded separator set to comma,ARedmond,Norkom QA,MMendyk,New,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.2.0.19,31/May/2022 05:16 PM,
Defect,2 - High,PLAT-24187,22598422,CDD Batch Failed with Unique Constraint Error,HMTalib,Norkom Support,WKhoo,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,7.4,7.5,7.6,7.7,8.0.1,,,,,,,,,,,,,,,,,CDD,,,,,7.2.1.53,30/May/2022 11:31 AM,
Defect,3 - Medium,PLAT-24185,22598240,"CrossFilter dataTable, sorting does not work for both date and timestamp columns at the same time",ARedmond,Norkom QA,michal.jagielski,New,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.7.0.16,26/May/2022 01:28 PM,
Defect,3 - Medium,PLAT-24183,22598168,Unable to process BAH SWIFT MX message with prefix in AppHdr and Document,EFitzgerald,Norkom QA,bonnie.tang,New,,,,,,,,,,,,,,,,,,,,,,,8.4.1,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,8.4.1,26/May/2022 04:49 AM,
Defect,3 - Medium,PLAT-24184,22598164,list-csv.vm used base_AuditLogSearchUserActivity has improper formatting,Pnolan,Doha,kbtemohdnasir,New,,,,,,,,,,,,,,,,,,,,,,,7.6,8.1,,,,,,,,,,,,,,,,,,,,,Administration,,,,,7.5.0.12,26/May/2022 03:10 AM,
Defect,3 - Medium,PLAT-24182,22597641,Reset Permissions button Error,HMTalib,Norkom Services,deepak.kulkarni,New,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.4.0.0,24/May/2022 07:50 AM,
Defect,3 - Medium,PLAT-24181,22597528,"A second import to re-introduce some client base-configuration using userGroupRelations,externalConnectors parameters generate import error",,Norkom QA,konrad.klimek,Closed,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.4,23/May/2022 09:25 AM,Configuration Issue
Defect,3 - Medium,PLAT-24176,22597141,Unable to process BAH SWIFT MX message with namespace in AppHdr,vincent.chin,Bendigo,vincent.chin,Need More Info,,,,,,,,,,,,,,,,,,,,,,,8.4.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.4.1,18/May/2022 05:30 AM,
Defect,2 - High,PLAT-24173,22597072,CLONE - AML Smbd error : 'SMARTMAXTEMP'. ,TMurphy,Norkom Services,amoreno,New,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,Scenario Manager Detection UX,,,,2.0.0.69,17/May/2022 11:51 AM,
Defect,2 - High,PLAT-24171,22596886,[PIR-313] DayDiff function failed to execute in scenario with Threshold parameters depending on Customer Risk Level,,Piraeus Bank,NBresnan,Closed,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,smbd_2.0-Spark_2.3.1-2.0.0.69,13/May/2022 03:27 PM,Done
Defect,3 - Medium,PLAT-24168,22596706,Bolding & highlighting: Incorrect highlighting due to normalization,EFitzgerald,Norkom QA,WKhoo,New,,,,,,,,,,,,,,,,,,,,,,,7.7,8.0,8.1,8.2,8.3,8.4,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.2,12/May/2022 08:04 AM,
Defect,3 - Medium,PLAT-24167,22596665,Unauthorised Trading One user unable to view Linked Trades  on Trade Alert screen,MTomaszewski,UBS,CECorrigan,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Other,,,,,N/A,11/May/2022 05:33 PM,
Defect,3 - Medium,PLAT-24165,22596622,Jboss ehcache failed when startup,YWong1,Norkom QA,YWong1,New,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,NAB_Sanctions_v8_Uplift-jboss7-PostgreSQL-unix__c8.1.1.0_SR2021_D2__a8.1.1.0__enone__v8.1.0.14,11/May/2022 02:43 PM,
Defect,2 - High,PLAT-24162,22596520,CLONE - Terminate User Session Not Working,Pnolan,Fifth Third,SPenta,Assigned,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.1.0.56,10/May/2022 06:28 PM,
Defect,3 - Medium,PLAT-24160,22596409,Permission issues in 8.4 menus ,deepak.kulkarni,Norkom Services,deepak.kulkarni,Need More Info,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.4.0.2,10/May/2022 01:18 AM,
Defect,3 - Medium,PLAT-24151,22595839,Batch process using the XML transformer is not finishing,AManayangath,Norkom QA,PMenendez,New,,,,,,,,,,,,,,,,,,,,,,,8.4.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.4.1.0,29/Apr/2022 02:31 PM,
Defect,3 - Medium,PLAT-24150,22595797,[BNPPFRB-1217] Crossfilter dimension cap at 32,Pnolan,Norkom QA,MMendyk,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,.,29/Apr/2022 11:34 AM,
Defect,2 - High,PLAT-24146,22595216,[EMY000148-1685] AML_DS10 and RHBIB01 Unable to Generate Alert at Client Level,EBaggott,Norkom Services,KAhmad,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.6.0.25,26/Apr/2022 03:55 AM,
Defect,3 - Medium,PLAT-24144,22595184,Internal Dev user should not be in the ootb configs of the software release,Pnolan,Norkom QA,IKhalili,New,,,,,,,,,,,,,,,,,,,,,,,8.1,8.2,8.3,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.3,25/Apr/2022 03:29 PM,
Defect,3 - Medium,PLAT-24143,22595180,[ISP-45] CS0035 - Profiling for a daily batch of Italy PT is still elaborating after 2 days of elaboration,TMurphy,Norkom QA,josu.iglesias,Under Analysis,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.7.0.13,25/Apr/2022 03:23 PM,
Defect,3 - Medium,PLAT-24142,22595155,WLM006 - WLM Sanctions & PEP Detection Checks,,Norkom QA,simran.pooniasehdev,New,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,8.3.0.2,25/Apr/2022 11:23 AM,
Defect,3 - Medium,PLAT-24141,22595154,WLM004 WLM Sanctions & PEP Batches by Detection Check,,Norkom QA,simran.pooniasehdev,New,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,8.3.0.2,25/Apr/2022 11:18 AM,
Defect,3 - Medium,PLAT-24140,22595144,WLM: BicMxFieldTransformer failing for less than 6 char value,sailen.sannigrahi,Norkom QA,sailen.sannigrahi,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.2.1,8.4,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1,25/Apr/2022 10:25 AM,Not a bug
Defect,2 - High,PLAT-24138,22595119,Realtime name screening is getting Timeout ,HSepteni,Norkom QA,HSepteni,Need More Info,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,http://proddev-svn.dublin.norkom.com/svn/norkom/NEST/Projects/uob__s_replatform/branches/UOBS_REPLATFORM_CAS2,25/Apr/2022 06:09 AM,
Defect,3 - Medium,PLAT-24137,22595014,Floating segmentation works incorrectly if several datasources used.,TMurphy,Norkom QA,DKnyazev,New,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,SMBD,,,,,8.2.0.19,22/Apr/2022 05:20 PM,
Defect,3 - Medium,PLAT-24134,22594788,CLONE - TMENDURE-23588-Irvine-Exported CSV of account search-> matching accounts showing extra single quote ,michal.sobkowiak,Norkom QA,WShuai,New,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.4,20/Apr/2022 12:12 PM,
Defect,2 - High,PLAT-24133,22594772,32A tag issue regarding number parsing,vincent.chin,Bendigo,vincent.chin,Rejected,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.4,20/Apr/2022 09:52 AM,Not an issue
Defect,3 - Medium,PLAT-24135,22594765,Missing Bulk Import Audit Logs on Standard List,BThen,Westpac,BThen,Rejected,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,4.6,20/Apr/2022 08:21 AM,Not a bug
Defect,3 - Medium,PLAT-24130,22594669,WLM BatchWatch: Processing only single message ,AManayangath,Norkom QA,sailen.sannigrahi,New,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.53,19/Apr/2022 07:51 AM,
Defect,3 - Medium,PLAT-24128,22594381,[BNPIPO-16] - Critical vulnerabilities in applications,MMonas,Norkom QA,MMonas,New,,,,,,,,,,,,,,,,,,,,,,,7.1.,,,,,,,,,,,,,,,,,,,,,,Application Builder,Command and Control,Scenario Manager,Services Manager,,7.1.0.7 ,13/Apr/2022 05:45 PM,
Defect,3 - Medium,PLAT-24126,22594346,WLM Multivalue Match miss matches,AManayangath,Norkom QA,michal.jagielski,New,,,,,,,,,,,,,,,,,,,,,,,7.6,7.7,8.0,8.0.1,8.1,8.2,8.3,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.11,13/Apr/2022 01:12 PM,
Defect,3 - Medium,PLAT-24120,22593771,CLONE - ACH - System pick up wrong jobID to ACHPayments_{date}_{jonID}.txt,YGossert,Norkom Services,YGossert,Rejected,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Services Manager,,,,,8.1.0.51,08/Apr/2022 03:24 PM,Done
Defect,3 - Medium,PLAT-24119,22593767,CLONE - Index rebuild errors in UI servers-WLM_GENERATE_COVERAGE_REPORT,AManayangath,Norkom QA,SPenta,New,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0.54,08/Apr/2022 02:59 PM,
Defect,3 - Medium,PLAT-24118,22593733,"SMBD : Filt and std is not calculating correctly for Week 1 and Week 2 (DS04a, DS11a, DS06a)",TMurphy,Norkom QA,TMurphy,New,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,SMBD,,,,,8.2.0.7,08/Apr/2022 10:03 AM,
Defect,3 - Medium,PLAT-24116,22593639,Incorrect core version shown in version.html,pplunkett,Norkom Services,phingphing.tan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Build Process,,,,,7.6.0.25,07/Apr/2022 11:36 AM,
Defect,2 - High,PLAT-24114,22593484,[NAB-399] <no or empty message found> with java.io.EOFException processing Message from MQ to NR,AManayangath,Norkom QA,minghui.tung,Resolved,8.1,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1.0.14,06/Apr/2022 08:47 AM,Fixed
Defect,3 - Medium,PLAT-24113,22593452,"CLONE - [TMENDURE-1186][NGTM-24803]Accessibility Defect: On Search Minor groups page, Range edit text box text “From and To” is not linked with the name of the text edit box.",,Norkom QA,RWoodworth,Closed,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.4,05/Apr/2022 03:06 PM,Not an issue
Defect,3 - Medium,PLAT-24111,22593372,Updating reserved.workflowName parameter in workflow-section has no effect on key actions,Pnolan,Norkom QA,JCole,New,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,Workflow Configurator,,,,8.4.0.2,04/Apr/2022 03:06 PM,
Defect,3 - Medium,PLAT-24110,22593364,Command & Control - the Detailed View displays spaces instead of data,Pnolan,Norkom QA,magdalena.kryspin,New,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,APPS 8.1,04/Apr/2022 01:45 PM,
Defect,3 - Medium,PLAT-24106,22593244,"CFG-80068 - Missing extension on filename when uploading file with a comma (,) in name ",Pnolan,Norkom QA,lwhite,New,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.3.0.3,01/Apr/2022 12:23 PM,
Defect,3 - Medium,PLAT-24203,22593234,Graphical View section on EIM_Customer_AccountTransactions screen,JLalor,Norkom QA,magdalena.sztajnert,Assigned,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.1,01/Apr/2022 10:53 AM,
Defect,2 - High,PLAT-24104,22593159,[TDB-259] - Configuration Update ,AManayangath,TD Bank,raghav.pillai,Reopened,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.7.0.7,31/Mar/2022 07:29 PM,
Defect,3 - Medium,PLAT-24102,22593011,Issues identified during upgrade from version 8.3.0.3 to 8.3.0.6,Pnolan,Norkom QA,lwhite,New,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,Base Platform,Database,Other,,,8.3.0.6,30/Mar/2022 11:49 AM,
Defect,3 - Medium,PLAT-24101,22592857,No JMS message throttling leading to queue overflow,Pnolan,Santander,michal.jagielski,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.6.0.11,29/Mar/2022 10:26 AM,
Defect,3 - Medium,PLAT-24098,22592664,[NFCU-159] - NetReveal Queries Blocking and Stalled Batch processing ,EBaggott,Norkom QA,KYalamarthi,New,,,,,,,,,,,,,,,,,,,,,,,7.1.1,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,7.1.1.11,28/Mar/2022 12:15 PM,
Defect,3 - Medium,PLAT-24097,22592660,[BMOSUP-447]- Need help with BMOSUP-446 - Spark process,EBaggott,BMO,KYalamarthi,New,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,SMBD,,,,,7.4.0.14,28/Mar/2022 11:55 AM,
Defect,3 - Medium,PLAT-24096,22592658,Unable to schedule 60 minute Workflow Rules in 8.4 in PostgreSQL Database,JCole,Norkom QA,JCole,Rejected,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Workflow Configurator,,,,,8.4.0.2,28/Mar/2022 11:44 AM,Not a bug
Defect,4 - Low,PLAT-24095,22592427,IFS vs SVM vs Maintenance screens mapping and char limit discrepancies,,Norkom QA,justyna.michalkowska,Closed,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,Services Manager,,,,8.4.0.0,24/Mar/2022 11:21 AM,Core Product Issue
Defect,2 - High,PLAT-24093,22592276,No alert created within 1 week,EBaggott,Norkom Support,vikki.ariadinata,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,4.8.0.0,23/Mar/2022 09:15 AM,
Defect,3 - Medium,PLAT-24092,22592221,PnC Visualizer Internal Server Error + Alert not opening,WShuai,Norkom Services,CECorrigan,New,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,P&C,,,,,NA,22/Mar/2022 02:48 PM,
Defect,3 - Medium,PLAT-24088,22591891,Reports generated with ExecuteReportServlet.getReportDTOFromJsonToCsv miss UTF8 BOM,Pnolan,DnB NOR,michal.jagielski,In Progress,7.7,8.0.1,8.1,8.2,8.3,8.4,8.4.1,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,7.7.0.16,18/Mar/2022 09:14 AM,
Defect,3 - Medium,PLAT-24089,22591884,[GEL-371] Adhoc Screening Shows Running but Acq Batch Process shows failed.,AManayangath,Norkom Support,raihan.abdulkadir,Under Analysis,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.0.1.19,18/Mar/2022 06:09 AM,
Defect,3 - Medium,PLAT-24086,22591728,Issues with XLST transformation of output screening message,,Norkom Support,khalif.matzain,Closed,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.53,16/Mar/2022 08:37 AM,Not an issue
Defect,3 - Medium,PLAT-24081,22591247,CLONE - Audit Log tab on Edit User (user details) screen doesn't load,Pnolan,Norkom QA,kondareddymettupalli,New,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,8.1.0.51,11/Mar/2022 10:12 PM,
Defect,2 - High,PLAT-24079,22591168,CLONE - Listgroup overwriting sublist ID when name is exactly the same,EFitzgerald,Norkom Engineering,NSingh1,New,,,,,,,,,,,,,,,,,,,,,,,7.7,8.0,8.1,8.2,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.1,10/Mar/2022 09:09 PM,
Defect,3 - Medium,PLAT-24077,22591095, NROD Front End Export Issue,izzat.aminuddin,Norkom QA,vijayan.ponnuthurai,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,7.6,10/Mar/2022 04:11 AM,
Defect,3 - Medium,PLAT-24076,22591038,Dow Jones - Incorrect Row ID Update for Associate ,WKhoo,Norkom Support,WKhoo,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.2.1,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.2.1.53,09/Mar/2022 10:44 AM,Won't Fix
Defect,3 - Medium,PLAT-24074,22590947,Score 100 before the lowest score,Pnolan,Norkom QA,SSzarkowicz,New,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,8.2,08/Mar/2022 12:51 PM,
Defect,3 - Medium,PLAT-24071,22590799,[EBV-257] When the WLM batch is finished the wrong job is marked as completed,EFitzgerald,Norkom QA,NBresnan,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Batch Bridge,,,,,8.0.1.30,07/Mar/2022 08:04 AM,
Defect,3 - Medium,PLAT-24070,22590755,"[PIR-306] ""Profiling for AccountUpdate"" not executed. got IO Error: The Network Adapter could not establish the connection",EBaggott,Piraeus Bank,NBresnan,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,8.0.1.19,04/Mar/2022 02:17 PM,
Defect,3 - Medium,PLAT-24067,22590527,Payment Fraud Rates Dashboard - Error logged in EIM > norkom.log when Search button is clicked,dkopec,Norkom QA,dkopec,New,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,Other,,,,,1,03/Mar/2022 09:52 AM,
Defect,3 - Medium,PLAT-24065,22590316,smc.war deployment failure,,UBS,AShahid,Closed,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Scenario Manager,,,,,8.4,01/Mar/2022 01:43 PM,Not a bug
Defect,3 - Medium,PLAT-24064,22590302,"CLONE - Irvine|8.4 regression|TMENDURE-21545- Alignment Issue",WShuai,Norkom QA,WShuai,Rejected,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.4,01/Mar/2022 12:35 PM,Not a bug
Defect,3 - Medium,PLAT-24063,22590300,Proxy Error,Pnolan,Norkom Support,nidhi.mehta,Assigned,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Base Platform,,,,,-,01/Mar/2022 12:27 PM,
Defect,3 - Medium,PLAT-24062,22590179,Tomcat 9.0.58 is not comaptiable with Netreveal 8.4,AShahid,Norkom QA,AShahid,Rejected,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Build Process,,,,,8.4,28/Feb/2022 10:40 AM,Not a bug
Defect,3 - Medium,PLAT-24061,22590017,CLONE - Complete Worldcheck Premium List Cannot Be Imported into 7.6,tristan.walsh,Norkom Services,tristan.walsh,Rejected,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6.0.3,25/Feb/2022 05:58 AM,Won't Fix
Defect,3 - Medium,PLAT-24060,22589850,CLONE - [MX] Issue with Parse Fields misalignment for multiple values,AManayangath,Norkom QA,phingphing.tan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Application Builder,Watchlist Manager,,,,7.6,24/Feb/2022 03:48 AM,
Defect,3 - Medium,PLAT-24059,22589848,CLONE - [QA MX]: Parsed Field is not highlighted correctly when there are multiple matches and matches (field name) is having space,AManayangath,Norkom QA,NMFauzi,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6,24/Feb/2022 03:14 AM,
Defect,3 - Medium,PLAT-24058,22589740,[EBV-253] elastic search doesn't consistently return results for CLOB field,Pnolan,Norkom QA,NBresnan,New,,,,,,,,,,,,,,,,,,,,,,,8.0.1,,,,,,,,,,,,,,,,,,,,,,Command and Control,,,,,8.0.1.30,23/Feb/2022 11:27 AM,
Defect,4 - Low,PLAT-24057,22589705,CLONE - Batch Reporting - charts overlapping,EFitzgerald,Norkom QA,SPenta,New,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,Watchlist Manager,,,,8.1.0.26,23/Feb/2022 12:00 AM,
Defect,2 - High,PLAT-24056,22589690,CLONE - BOTW- AF16(CR) detection-Issue with memory profile calculator,sujatha.prabhu,Norkom QA,sujatha.prabhu,Resolved,,,,,,,,,,,,,,,,,,,,,,,Future,,,,,,,,,,,,,,,,,,,,,,SMBD,,,,,NGDE 8.4.1.1,22/Feb/2022 03:35 PM,Fixed
Defect,2 - High,PLAT-24055,22589688,CLONE - ACH - BW28- total large amount displayed as scientific notation,TMurphy,Norkom QA,YGossert,New,,,,,,,,,,,,,,,,,,,,,,,SMBD 2.0.0.12,,,,,,,,,,,,,,,,,,,,,,SMBD,,,,,SMBD 2.0,22/Feb/2022 03:15 PM,
Defect,2 - High,PLAT-24054,22589619,Blacklist Delta Indexing fails - Error executing Postgres query and parsing date,,Norkom QA,JCole,Closed,8.4,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,8.4.0.2,22/Feb/2022 02:28 AM,Core Product Issue
Defect,2 - High,PLAT-24053,22589610,"CLONE - CB_Simulation - Simulation graph ORG_UNIT,Division,Customer_segment has NULL values",,Norkom QA,amar.nathganti,Closed,,,,,,,,,,,,,,,,,,,,,,,8.2,8.4,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.4,21/Feb/2022 06:27 PM,Project Config Issue
Defect,3 - Medium,PLAT-24051,22589462,Error in Exclusion List,,Norkom QA,vgomezrecuero,Closed,,,,,,,,,,,,,,,,,,,,,,,8.4.1,,,,,,,,,,,,,,,,,,,,,,Application Builder,Watchlist Manager,,,,8.4.1.0,17/Feb/2022 03:40 PM,Not a bug
Defect,3 - Medium,PLAT-24117,22589439,When attaching a file to an alert it will display a message saying the extension is not valid (but it is done),,Norkom QA,PMenendez,Closed,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,Application Builder,,,,,8.4.1.0,17/Feb/2022 12:34 PM,Project Config Issue
Defect,3 - Medium,PLAT-24049,22589411,[MX] FLTS did not strip out AppHdr that has namespace,AManayangath,CIMB,phingphing.tan,New,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,Watchlist Manager,,,,,7.6,17/Feb/2022 08:07 AM,
